index,Unnamed: 0,MTS_TIME,timestamp,timestamp[s],E2E_CRC16_OBJ,E2E_SeqCounter_OBJ,uiMsgCounter_OBJ,uiID_OBJ,uiMergeID_OBJ,eMaintenanceState_OBJ,fArelYStd_OBJ,fArelY_OBJ,fArelXStd_OBJ,fArelX_OBJ,fVrelYStd_OBJ,fVrelY_OBJ,fVrelXStd_OBJ,fVrelX_OBJ,fDistYStd_OBJ,fDistY_OBJ,fDistXStd_OBJ,fDistX_OBJ,fOrientation_OBJ,fWidth_OBJ,fLength_OBJ,uiProbabilityOfExistence_OBJ,uiDynConfidence_OBJ,bObjStable_OBJ,fRCS_OBJ,eBoxCutStatus_OBJ,bPedMicroDoppler_OBJ,eClassification_OBJ,uiClassConfidence_OBJ,eMirrorProbability_OBJ,fOrientationStd_OBJ,widthStd_OBJ,lengthStd_OBJ,RefPointPos_OBJ,uiLifeCycles_OBJ,eDynamicProperty_OBJ,Velocity_VDY,CAN_ID,CMBS2_validate_OBJ,CMBS2_MTS_END_TIME,LCCM1_validate_OBJ,LCCM1_MTS_END_TIME,LCCM2_validate_OBJ,LCCM2_MTS_END_TIME,FCTW_validate_OBJ,FCTW_MTS_END_TIME
0,1,6186199491,6186067354.3,6186.0673543,8694,194,2,63,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,5,6.93,4.0,0,0.0,0,0.0,0,0.0,0,0.0
1,2,6186239491,6186117146.0,6186.1171460000005,44883,195,3,63,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,5,6.96,4.0,0,0.0,0,0.0,0,0.0,0,0.0
2,3,6186279491,6186166278.0,6186.166278,58890,196,4,9,0,2,0.0,2.0,0.35,0.125,1.2,0.125,0.0,5.5,2.5,-1.6875,0.3,98.875,-0.01,2.4,3.0,11,4,0,10.7,0,0,1,4,0,0.0,0,0,3,127,0,6.97,4.0,0,0.0,0,0.0,0,0.0,0,0.0
3,4,6186319491,6186166278.0,6186.166278,58890,196,4,9,0,2,0.0,2.0,0.35,0.125,1.2,0.125,0.0,5.5,2.5,-1.6875,0.3,98.875,-0.01,2.4,3.0,11,4,0,10.7,0,0,1,4,0,0.0,0,0,3,127,0,6.97,4.0,0,0.0,0,0.0,0,0.0,0,0.0
4,5,6186359491,6186215057.0,6186.215057,59582,197,5,63,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,5,6.99,4.0,0,0.0,0,0.0,0,0.0,0,0.0
5,6,6186399491,6186267211.0,6186.267211,23360,198,6,63,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,5,7.0,4.0,0,0.0,0,0.0,0,0.0,0,0.0
6,7,6186439491,6186316603.0,6186.316603,48680,199,7,9,0,2,0.0,-2.125,0.35,0.125,1.2,-0.5,0.0,5.625,2.4,-2.125,0.25,99.75,-0.02,2.4,3.0,14,4,0,11.4,0,0,1,4,0,0.0,0,0,3,127,0,7.02,4.0,0,0.0,0,0.0,0,0.0,0,0.0
7,8,6186479491,6186364582.0,6186.364582,25493,200,8,22,0,3,2.8,4.125,2.1,-0.5,3.2,0.5,0.4,-4.625,1.6,6.125,0.25,97.5,0.04,1.2,0.0,5,2,0,8.0,0,0,4,1,0,1.5,0,0,3,7,0,7.03,4.0,0,0.0,0,0.0,0,0.0,0,0.0
8,9,6186519491,6186415231.0,6186.415231,24144,201,9,22,0,2,2.8,4.0,1.4,-0.5,3.2,0.625,0.2,-4.625,1.6,6.1875,0.25,97.3125,0.05,1.2,0.2,8,2,0,7.8,0,0,4,2,0,1.5,0,0,3,8,0,7.03,4.0,0,0.0,0,0.0,0,0.0,0,0.0
9,10,6186559491,6186415231.0,6186.415231,24144,201,9,22,0,2,2.8,4.0,1.4,-0.5,3.2,0.625,0.2,-4.625,1.6,6.1875,0.25,97.3125,0.05,1.2,0.2,8,2,0,7.8,0,0,4,2,0,1.5,0,0,3,8,0,7.04,4.0,0,0.0,0,0.0,0,0.0,0,0.0
10,11,6186599491,6186464148.0,6186.464148,12129,202,10,9,0,3,0.0,4.25,0.35,0.125,1.2,0.5,0.2,5.625,2.5,-1.5625,0.3,100.56299999999999,-0.02,2.4,3.0,13,4,0,11.4,0,0,1,4,0,0.0,0,0,3,127,0,7.06,4.0,0,0.0,0,0.0,0,0.0,0,0.0
11,12,6186639491,6186514644.0,6186.514644,31279,203,11,63,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,5,7.07,4.0,0,0.0,0,0.0,0,0.0,0,0.0
12,13,6186679491,6186565038.0,6186.565038000001,45927,204,12,63,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,5,7.07,4.0,0,0.0,0,0.0,0,0.0,0,0.0
13,14,6186719491,6186565038.0,6186.565038000001,45927,204,12,63,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,5,7.08,4.0,0,0.0,0,0.0,0,0.0,0,0.0
14,15,6186759491,6186613008.0,6186.613008,15810,205,13,63,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,5,7.11,4.0,0,0.0,0,0.0,0,0.0,0,0.0
15,16,6186799491,6186664149.0,6186.664149,36412,206,14,63,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,5,7.12,4.0,0,0.0,0,0.0,0,0.0,0,0.0
16,17,6186839491,6186716649.0,6186.716649,153,207,15,63,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,5,7.15,4.0,0,0.0,0,0.0,0,0.0,0,0.0
17,18,6186879491,6186765925.0,6186.765925,11241,208,0,9,0,3,0.0,-3.75,0.35,0.0,1.2,-0.5,0.4,5.625,2.8,-0.9375,0.35,102.375,-0.01,2.4,3.0,5,4,0,11.4,0,0,1,4,0,0.0,0,0,3,127,0,7.16,4.0,0,0.0,0,0.0,0,0.0,0,0.0
18,19,6186919491,6186814240.0,6186.81424,19322,209,1,9,0,3,0.0,5.75,0.35,0.0,1.2,0.25,0.4,5.625,2.9,-0.8125,0.4,102.625,-0.01,2.4,3.0,5,4,0,11.4,0,0,1,4,0,0.0,0,0,3,127,0,7.16,4.0,0,0.0,0,0.0,0,0.0,0,0.0
19,20,6186959491,6186814240.0,6186.81424,19322,209,1,9,0,3,0.0,5.75,0.35,0.0,1.2,0.25,0.4,5.625,2.9,-0.8125,0.4,102.625,-0.01,2.4,3.0,5,4,0,11.4,0,0,1,4,0,0.0,0,0,3,127,0,7.19,4.0,0,0.0,0,0.0,0,0.0,0,0.0
20,21,6186999491,6186863972.0,6186.863972,44226,210,2,63,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,5,7.2,4.0,0,0.0,0,0.0,0,0.0,0,0.0
21,22,6187039491,6186914555.0,6186.914554999999,8807,211,3,63,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,5,7.22,4.0,0,0.0,0,0.0,0,0.0,0,0.0
22,23,6187079491,6186963173.0,6186.963173,60207,212,4,63,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,5,7.22,4.0,0,0.0,0,0.0,0,0.0,0,0.0
24,24,6187119491,6187014199.9,6187.0141999,25994,213,5,63,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,5,7.25,4.0,0,0.0,0,0.0,0,0.0,0,0.0
23,25,6187159491,6187014199.9,6187.0141999,25994,213,5,63,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,5,7.23,4.0,0,0.0,0,0.0,0,0.0,0,0.0
25,26,6187199491,6187063488.2,6187.0634881999995,54900,214,6,63,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,5,7.27,4.0,0,0.0,0,0.0,0,0.0,0,0.0
26,27,6187239491,6187113204.0,6187.113204,22737,215,7,63,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,5,7.29,4.0,0,0.0,0,0.0,0,0.0,0,0.0
27,28,6187279491,6187164774.0,6187.164774,17637,216,8,63,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,5,7.29,4.0,0,0.0,0,0.0,0,0.0,0,0.0
28,29,6187319491,6187164774.0,6187.164774,17637,216,8,63,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,5,7.3,4.0,0,0.0,0,0.0,0,0.0,0,0.0
29,30,6187359491,6187213653.0,6187.213653,51776,217,9,63,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,5,7.32,4.0,0,0.0,0,0.0,0,0.0,0,0.0
30,31,6187399491,6187263713.0,6187.263713,31166,218,10,63,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,5,7.34,4.0,0,0.0,0,0.0,0,0.0,0,0.0
31,32,6187439491,6187314425.0,6187.314425,63259,219,11,63,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,5,7.36,4.0,0,0.0,0,0.0,0,0.0,0,0.0
32,33,6187479491,6187361464.0,6187.361464,15955,220,12,63,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,5,7.38,4.0,0,0.0,0,0.0,0,0.0,0,0.0
33,34,6187519491,6187410722.0,6187.410722,45302,221,13,63,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,5,7.38,4.0,0,0.0,0,0.0,0,0.0,0,0.0
34,35,6187559491,6187410722.0,6187.410722,45302,221,13,63,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,5,7.39,4.0,0,0.0,0,0.0,0,0.0,0,0.0
35,36,6187599491,6187461712.0,6187.461711999999,776,222,14,63,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,5,7.41,4.0,0,0.0,0,0.0,0,0.0,0,0.0
36,37,6187639491,6187512333.0,6187.512333,36269,223,15,63,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,5,7.43,4.0,0,0.0,0,0.0,0,0.0,0,0.0
38,38,6187679491,6187561519.0,6187.561519,1732,224,0,63,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,5,7.44,4.0,0,0.0,0,0.0,0,0.0,0,0.0
37,39,6187719491,6187561519.0,6187.561519,1732,224,0,63,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,5,7.44,4.0,0,0.0,0,0.0,0,0.0,0,0.0
39,40,6187759491,6187610867.0,6187.610867,34913,225,1,63,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,5,7.46,4.0,0,0.0,0,0.0,0,0.0,0,0.0
40,41,6187799491,6187661220.0,6187.66122,15263,226,2,63,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,5,7.47,4.0,0,0.0,0,0.0,0,0.0,0,0.0
41,42,6187839491,6187710839.0,6187.710839,46394,227,3,63,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,5,7.49,4.0,0,0.0,0,0.0,0,0.0,0,0.0
42,43,6187879491,6187761364.0,6187.761364,31858,228,4,63,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,5,7.51,4.0,0,0.0,0,0.0,0,0.0,0,0.0
43,44,6187919491,6187809627.0,6187.809627000001,62167,229,5,63,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,5,7.51,4.0,0,0.0,0,0.0,0,0.0,0,0.0
44,45,6187959491,6187809627.0,6187.809627000001,62167,229,5,63,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,5,7.53,4.0,0,0.0,0,0.0,0,0.0,0,0.0
45,46,6187999491,6187858267.0,6187.8582670000005,16681,230,6,63,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,5,7.55,4.0,0,0.0,0,0.0,0,0.0,0,0.0
46,47,6188039491,6187910307.0,6187.910307,53132,231,7,63,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,5,7.57,4.0,0,0.0,0,0.0,0,0.0,0,0.0
47,48,6188079491,6187958750.0,6187.95875,54200,232,8,63,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,5,7.59,4.0,0,0.0,0,0.0,0,0.0,0,0.0
49,49,6188119491,6188008518.74,6188.00851874,23837,233,9,63,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,5,7.6,4.0,0,0.0,0,0.0,0,0.0,0,0.0
48,50,6188159491,6188008518.74,6188.00851874,23837,233,9,63,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,5,7.59,4.0,0,0.0,0,0.0,0,0.0,0,0.0
50,51,6188199491,6188059745.9,6188.0597459,61155,234,10,63,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,5,7.62,4.0,0,0.0,0,0.0,0,0.0,0,0.0
51,52,6188239491,6188108511.0,6188.108511,24646,235,11,63,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,5,7.63,4.0,0,0.0,0,0.0,0,0.0,0,0.0
52,53,6188279491,6188157532.0,6188.157532,43278,236,12,63,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,5,7.65,4.0,0,0.0,0,0.0,0,0.0,0,0.0
53,54,6188319491,6188207368.0,6188.207368,10155,237,13,63,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,5,7.65,4.0,0,0.0,0,0.0,0,0.0,0,0.0
54,55,6188359491,6188257160.0,6188.25716,37973,238,14,63,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,5,7.66,4.0,0,0.0,0,0.0,0,0.0,0,0.0
55,56,6188399491,6188257160.0,6188.25716,37973,238,14,63,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,5,7.67,4.0,0,0.0,0,0.0,0,0.0,0,0.0
56,57,6188439491,6188306408.0,6188.3064079999995,32818,239,15,10,0,2,0.0,-4.0,0.35,-0.25,1.0,0.0,0.0,2.375,1.4,-0.125,0.25,75.5625,0.01,2.4,6.8,15,4,1,10.1,0,0,2,4,0,0.0,0,0,3,127,0,7.68,4.0,0,0.0,0,0.0,0,0.0,0,0.0
57,58,6188479491,6188355509.0,6188.355509,64559,240,0,10,0,3,0.0,3.75,0.35,-0.375,1.0,0.5,0.2,2.375,1.5,0.125,0.25,75.8125,0.01,2.4,6.8,15,4,1,10.1,0,0,2,4,0,0.0,0,0,3,127,0,7.69,4.0,0,0.0,0,0.0,0,0.0,0,0.0
58,59,6188519491,6188404631.0,6188.404631,16544,241,1,10,0,2,0.0,0.25,0.35,-0.25,1.0,0.5,0.0,2.375,1.4,0.375,0.25,75.875,0.01,2.4,6.8,15,4,1,9.3,0,0,2,4,0,0.0,0,0,3,127,0,7.69,4.0,0,0.0,0,0.0,0,0.0,0,0.0
59,60,6188559491,6188404631.0,6188.404631,16544,241,1,10,0,2,0.0,0.25,0.35,-0.25,1.0,0.5,0.0,2.375,1.4,0.375,0.25,75.875,0.01,2.4,6.8,15,4,1,9.3,0,0,2,4,0,0.0,0,0,3,127,0,7.71,4.0,0,0.0,0,0.0,0,0.0,0,0.0
60,61,6188599491,6188454855.0,6188.454855,37669,242,2,10,0,2,0.0,1.0,0.35,-0.375,0.8,0.625,0.0,2.25,1.4,0.625,0.25,76.25,0.02,2.4,6.8,15,4,1,8.1,0,0,2,3,0,0.0,0,0,3,127,0,7.72,4.0,0,0.0,0,0.0,0,0.0,0,0.0
61,62,6188639491,6188507286.0,6188.507286,41955,243,3,10,0,3,0.0,-1.375,0.35,-0.25,1.0,0.5,0.2,2.25,1.4,0.8125,0.25,76.4375,0.03,2.4,6.8,15,4,1,8.1,0,0,2,3,0,0.0,0,0,3,127,0,7.73,4.0,0,0.0,0,0.0,0,0.0,0,0.0
62,63,6188679491,6188555892.0,6188.555892,53801,244,4,10,0,2,0.0,-2.0,0.35,-0.25,1.0,0.375,0.0,2.25,1.4,3.5,0.25,76.5,0.03,2.4,6.8,15,4,1,7.9,0,0,2,3,0,0.0,0,0,2,127,0,7.74,4.0,0,0.0,0,0.0,0,0.0,0,0.0
64,64,6188719491,6188603866.0,6188.6038659999995,28827,245,5,10,0,2,0.0,-2.625,0.35,-0.25,1.0,0.125,0.0,2.125,1.4,3.4375,0.25,76.1875,0.04,2.4,7.0,15,4,1,8.6,0,0,2,4,0,0.0,0,0,2,127,0,7.75,4.0,0,0.0,0,0.0,0,0.0,0,0.0
63,65,6188759491,6188603866.0,6188.6038659999995,28827,245,5,10,0,2,0.0,-2.625,0.35,-0.25,1.0,0.125,0.0,2.125,1.4,3.4375,0.25,76.1875,0.04,2.4,7.0,15,4,1,8.6,0,0,2,4,0,0.0,0,0,2,127,0,7.75,4.0,0,0.0,0,0.0,0,0.0,0,0.0
65,66,6188799491,6188655372.0,6188.655372,46258,246,6,10,0,2,0.0,-2.625,0.35,-0.25,1.0,0.0,0.0,2.125,1.4,3.3125,0.25,76.3125,0.04,2.4,6.8,15,4,1,9.0,0,0,2,4,0,0.0,0,0,2,127,0,7.76,4.0,0,0.0,0,0.0,0,0.0,0,0.0
66,67,6188839491,6188704525.0,6188.704525,62544,247,7,10,0,3,0.0,1.625,0.35,-0.375,1.0,0.25,0.2,2.125,1.5,3.25,0.25,76.5625,0.03,2.4,6.8,15,4,1,9.0,0,0,2,4,0,0.0,0,0,2,127,0,7.78,4.0,0,0.0,0,0.0,0,0.0,0,0.0
67,68,6188879491,6188753494.0,6188.753494,26994,248,8,9,0,2,2.1,-0.125,0.7,-0.625,3.0,0.25,0.2,2.0,2.4,-3.375,0.3,73.25,0.02,2.4,4.2,14,3,1,11.7,0,0,1,2,0,1.5,0,0,2,17,0,7.8,4.0,0,0.0,0,0.0,0,0.0,0,0.0
68,69,6188919491,6188803179.0,6188.803179,18801,249,9,9,0,2,2.1,1.125,0.7,-0.625,2.8,0.75,0.2,1.875,2.3,-2.6875,0.3,72.9375,0.04,2.4,4.4,15,3,1,14.1,0,0,2,3,0,1.5,0,0,2,18,0,7.83,4.0,0,0.0,0,0.0,0,0.0,0,0.0
69,70,6188959491,6188851188.0,6188.851188000001,56080,250,10,9,0,2,2.1,0.625,0.7,-0.625,2.8,0.75,0.2,1.875,2.3,-3.25,0.3,72.25,0.04,2.4,4.4,15,4,1,16.2,0,0,2,3,0,1.5,0,0,2,19,0,7.83,4.0,0,0.0,0,0.0,0,0.0,0,0.0
70,71,6188999491,6188851188.0,6188.851188000001,56080,250,10,9,0,2,2.1,0.625,0.7,-0.625,2.8,0.75,0.2,1.875,2.3,-3.25,0.3,72.25,0.04,2.4,4.4,15,4,1,16.2,0,0,2,3,0,1.5,0,0,2,19,0,7.87,4.0,0,0.0,0,0.0,0,0.0,0,0.0
71,72,6189039491,6188902023.0,6188.902023,17375,251,11,9,0,2,2.1,3.5,0.7,-0.5,2.8,1.375,0.2,1.875,2.2,-2.875,0.25,72.125,0.06,2.4,4.4,15,4,1,16.8,0,0,2,3,0,1.5,0,0,2,20,0,7.9,4.0,0,0.0,0,0.0,0,0.0,0,0.0
72,73,6189079491,6188952754.0,6188.952754,52008,252,12,9,0,2,2.1,-3.75,0.7,-0.875,2.8,0.625,0.2,1.75,2.2,-3.0625,0.25,72.1875,0.06,2.4,4.4,15,4,1,16.4,0,0,2,3,0,1.5,0,0,2,21,0,7.94,4.0,0,0.0,0,0.0,0,0.0,0,0.0
73,74,6189119491,6189002039.9,6189.0020398999995,46592,253,13,9,0,2,2.1,3.625,0.35,-0.5,2.8,1.25,0.0,1.75,2.1,-3.0,0.25,72.125,0.07,2.4,4.4,15,4,1,17.0,0,0,2,3,0,1.5,0,0,2,22,0,7.96,4.0,0,0.0,0,0.0,0,0.0,0,0.0
74,75,6189159491,6189051267.6,6189.051267600001,46328,254,14,9,0,2,1.75,-5.25,0.35,-1.0,2.8,0.75,0.0,1.75,2.1,-2.6875,0.25,72.375,0.08,2.4,4.4,15,4,1,15.8,0,0,2,3,0,0.0,0,0,2,23,0,7.96,4.0,0,0.0,0,0.0,0,0.0,0,0.0
75,76,6189199491,6189051267.6,6189.051267600001,46328,254,14,9,0,2,1.75,-5.25,0.35,-1.0,2.8,0.75,0.0,1.75,2.1,-2.6875,0.25,72.375,0.08,2.4,4.4,15,4,1,15.8,0,0,2,3,0,0.0,0,0,2,23,0,8.0,4.0,0,0.0,0,0.0,0,0.0,0,0.0
76,77,6189239491,6189100539.0,6189.100539,37640,255,15,9,0,3,1.75,2.375,0.35,-0.75,2.8,1.25,0.2,1.75,2.2,-2.875,0.25,72.8125,0.09,2.4,4.4,15,4,1,15.8,0,0,2,3,0,0.0,0,0,2,24,0,8.02,4.0,0,0.0,0,0.0,0,0.0,0,0.0
77,78,6189279491,6189149173.0,6189.149173,61381,0,0,9,0,3,1.75,-1.625,0.35,-0.875,2.8,1.0,0.2,1.625,2.3,-3.0,0.25,73.1875,0.1,2.4,4.4,15,4,1,15.8,0,0,2,3,0,0.0,0,0,2,25,0,8.04,4.0,0,0.0,0,0.0,0,0.0,0,0.0
78,79,6189319491,6189197446.0,6189.197446,34412,1,1,9,0,3,1.75,1.625,0.35,-0.75,3.0,1.125,0.2,1.625,2.4,-3.125,0.3,73.5625,0.1,2.4,4.4,14,4,1,15.8,0,0,2,3,0,0.0,0,0,2,26,0,8.07,4.0,0,0.0,0,0.0,0,0.0,0,0.0
79,80,6189359491,6189248898.0,6189.248898,14234,2,2,1,0,2,0.35,-1.625,0.35,-0.625,1.0,0.625,0.0,1.5,1.4,4.0625,0.2,72.0,0.08,2.4,5.0,15,4,1,21.3,0,0,2,5,0,0.0,0,0,2,101,0,8.07,4.0,0,0.0,0,0.0,0,0.0,0,0.0
80,81,6189399491,6189248898.0,6189.248898,14234,2,2,1,0,2,0.35,-1.625,0.35,-0.625,1.0,0.625,0.0,1.5,1.4,4.0625,0.2,72.0,0.08,2.4,5.0,15,4,1,21.3,0,0,2,5,0,0.0,0,0,2,101,0,8.09,4.0,0,0.0,0,0.0,0,0.0,0,0.0
81,82,6189439491,6189298411.0,6189.298411,16415,3,3,1,0,2,0.35,1.0,0.35,-0.625,1.0,0.75,0.0,1.5,1.3,4.1875,0.2,71.9375,0.08,2.4,5.0,15,4,1,20.2,0,0,2,5,0,0.0,0,0,2,102,0,8.1,4.0,0,0.0,0,0.0,0,0.0,0,0.0
